pv,demand
0,1.864
0,1.973
0.143,2.156
0.646,2.303
1.919,2.448
3.928,2.533
5.901,2.496
7.26,2.485
8.018,2.342
8.013,2.285
7.489,2.276
6.404,2.271
4.771,2.357
2.798,2.456
1.126,2.525
0.215,2.567
0,2.563
0,2.352
0,2.262
0,2.073
0,1.947
0,1.819
0,1.786
0,1.723
0,1.694
0,1.739
0.139,1.839
0.543,1.985
1.48,2.177
2.821,2.335
4.242,2.439
5.314,2.501
5.996,2.32
6.193,2.217
5.996,2.163
5.224,2.123
3.848,2.186
2.224,2.315
0.888,2.436
0.188,2.535
0,2.497
0,2.315
0,2.262
0,2.088
0,2.003
0,1.937
0,1.907
0,1.883
0,1.975
0,2.294
0.126,2.918
0.561,3.295
1.655,3.367
3.323,3.276
4.888,3.202
5.946,3.153
6.744,3.01
7.009,2.912
6.682,2.861
5.816,2.852
4.426,2.913
2.664,3.072
1.099,3.238
0.184,3.258
0,3.112
0,2.801
0,2.592
0,2.353
0,2.255
0,2.13
0,2.074
0,2.036
0,2.076
0,2.378
0.121,2.948
0.605,3.243
1.776,3.298
3.529,3.234
5.166,3.173
6.287,3.098
7.058,2.936
7.265,2.875
6.892,2.831
6.004,2.865
4.561,2.936
2.749,3.093
1.117,3.24
0.175,3.318
0,3.189
0,2.828
0,2.64
0,2.408
0,2.279
0,2.155
0,2.122
0,2.081
0,2.108
0,2.404
0.117,2.995
0.601,3.291
1.78,3.333
3.547,3.222
5.188,3.188
6.278,3.122
7.036,3.002
7.224,2.949
6.839,2.931
5.946,2.949
4.489,3.038
2.677,3.23
1.072,3.391
0.148,3.4
0,3.241
0,2.898
0,2.67
0,2.428
0,2.305
0,2.181
0,2.135
0,2.076
0,2.123
0,2.448
0.112,3.021
0.596,3.34
1.753,3.416
3.507,3.352
5.117,3.249
6.206,3.173
6.933,3.016
7.108,2.982
6.713,2.946
5.816,3.018
4.35,3.115
2.561,3.251
1.009,3.421
0.135,3.402
0,3.26
0,2.922
0,2.729
0,2.488
0,2.335
0,2.196
0,2.131
0,2.066
0,2.131
0,2.404
0.112,2.941
0.587,3.269
1.753,3.387
3.547,3.313
5.197,3.257
6.336,3.157
7.108,2.961
7.287,2.858
6.879,2.783
5.937,2.809
4.413,2.893
2.583,3.093
0.996,3.192
0.126,3.18
0,3.025
0,2.699
0,2.514
0,2.276
0,2.159
0,2.022
0,1.952
0,1.885
0,1.868
0,1.979
0.112,2.188
0.619,2.348
1.915,2.484
3.991,2.519
5.933,2.466
7.256,2.448
8.143,2.338
8.291,2.242
7.857,2.191
6.762,2.22
4.942,2.301
2.821,2.476
1.027,2.578
0.121,2.585
0,2.513
0,2.322
0,2.249
0,2.055
0,1.937
0,1.815
0,1.773
0,1.703
0,1.675
0,1.743
0.108,1.869
0.605,1.987
1.942,2.126
4.09,2.186
6.103,2.196
7.471,2.187
8.354,2.06
8.466,1.972
7.973,1.934
6.803,1.996
4.928,2.063
2.753,2.295
0.973,2.512
0.108,2.612
0,2.545
0,2.344
0,2.287
0,2.102
0,2.017
0,1.908
0,1.891
0,1.854
0,1.923
0,2.269
0.094,2.952
0.534,3.311
1.605,3.381
3.274,3.313
4.821,3.257
5.888,3.21
6.61,3.061
6.762,3.032
6.341,3.003
5.39,3.053
3.915,3.177
2.193,3.349
0.803,3.442
0.09,3.431
0,3.224
0,2.882
0,2.674
0,2.405
0,2.285
0,2.164
0,2.092
0,2.038
0,2.099
0,2.413
0.09,3.084
0.507,3.378
1.547,3.441
3.193,3.344
4.722,3.308
5.794,3.235
6.502,3.102
6.574,3.121
5.937,3.138
4.816,3.265
3.336,3.372
1.825,3.468
0.655,3.504
0.076,3.501
0,3.288
0,2.937
0,2.713
0,2.464
0,2.324
0,2.196
0,2.136
0,2.102
0,2.16
0,2.489
0.076,3.074
0.453,3.407
1.35,3.511
2.803,3.415
4.224,3.424
5.336,3.489
6.085,3.381
6.117,3.386
5.386,3.431
4.121,3.591
2.632,3.711
1.233,3.754
0.439,3.661
0.058,3.489
0,3.178
0,2.837
0,2.677
0,2.42
0,2.326
0,2.181
0,2.13
0,2.106
0,2.158
0,2.471
0.067,3.124
0.314,3.551
0.717,3.761
1.578,3.824
2.516,3.816
3.296,3.759
3.96,3.497
4.386,3.396
4.197,3.292
3.578,3.322
2.668,3.358
1.547,3.401
0.583,3.436
0.058,3.429
0,3.199
0,2.825
0,2.646
0,2.399
0,2.288
0,2.164
0,2.09
0,2.064
0,2.111
0,2.406
0.067,2.966
0.381,3.285
1.126,3.361
2.408,3.325
3.735,3.264
4.798,3.189
5.578,3.026
5.888,2.909
5.583,2.858
4.668,2.864
3.287,2.913
1.744,3.077
0.61,3.194
0.04,3.197
0,2.999
0,2.666
0,2.516
0,2.285
0,2.147
0,2.002
0,1.935
0,1.875
0,1.864
0,1.976
0.063,2.184
0.489,2.333
1.556,2.442
3.453,2.491
5.332,2.456
6.673,2.469
7.493,2.404
7.516,2.367
6.982,2.31
5.874,2.287
4.152,2.321
2.202,2.474
0.709,2.585
0.031,2.669
0,2.533
0,2.318
0,2.234
0,2.05
0,1.943
0,1.82
0,1.778
0,1.71
0,1.689
0,1.749
0.063,1.86
0.498,1.971
1.655,2.084
3.673,2.154
5.623,2.17
7.013,2.155
7.87,2.068
7.91,2.006
7.323,1.969
6.099,2.01
4.287,2.091
2.26,2.306
0.704,2.511
0.022,2.655
0,2.558
0,2.326
0,2.257
0,2.103
0,2.017
0,1.932
0,1.891
0,1.873
0,1.952
0,2.308
0.054,2.983
0.439,3.305
1.372,3.386
2.955,3.391
4.448,3.374
5.453,3.395
6.027,3.354
6.054,3.336
5.448,3.395
4.251,3.452
2.834,3.47
1.39,3.522
0.439,3.498
0.013,3.474
0,3.194
0,2.87
0,2.677
0,2.426
0,2.342
0,2.212
0,2.185
0,2.155
0,2.197
0,2.438
0.049,3.034
0.309,3.46
0.744,3.643
1.596,3.646
2.655,3.635
3.717,3.564
4.74,3.294
5.247,3.265
5.004,3.164
4.215,3.082
2.973,3.08
1.552,3.204
0.516,3.321
0.009,3.352
0,3.125
0,2.767
0,2.597
0,2.354
0,2.271
0,2.138
0,2.084
0,2.048
0,2.116
0,2.424
0.04,3.049
0.404,3.381
1.247,3.418
2.731,3.294
4.17,3.186
5.202,3.123
5.901,2.985
6.049,3.002
5.592,3.027
4.538,3.08
3.135,3.145
1.614,3.242
0.493,3.367
0.004,3.389
0,3.18
0,2.869
0,2.691
0,2.46
0,2.345
0,2.184
0,2.121
0,2.086
0,2.143
0,2.483
0.045,3.131
0.363,3.447
1.108,3.571
2.493,3.478
3.843,3.337
4.785,3.276
5.291,3.091
5.561,3.077
5.296,3.034
4.265,3.083
2.955,3.186
1.543,3.328
0.475,3.469
0.004,3.489
0,3.204
0,2.888
0,2.702
0,2.465
0,2.35
0,2.186
0,2.142
0,2.094
0,2.148
0,2.418
0.036,2.99
0.354,3.332
1.018,3.518
2.121,3.466
2.969,3.442
3.323,3.5
3.484,3.406
3.341,3.437
2.816,3.479
2.018,3.45
1.318,3.403
0.659,3.413
0.274,3.371
0.004,3.289
0,3.003
0,2.703
0,2.544
0,2.328
0,2.205
0,2.041
0,1.983
0,1.916
0,1.925
0,2.015
0.036,2.223
0.296,2.44
0.596,2.696
1.206,2.898
1.848,3.014
2.193,3.071
2.363,2.947
2.395,2.78
2.233,2.676
2.036,2.578
1.444,2.582
0.785,2.661
0.314,2.681
0,2.718
0,2.569
0,2.315
0,2.25
0,2.069
0,1.989
0,1.865
0,1.827
0,1.769
0,1.76
0,1.813
0.031,1.927
0.327,2.064
0.969,2.221
2.327,2.35
3.713,2.486
4.749,2.601
5.274,2.501
5.242,2.433
4.906,2.336
3.906,2.266
2.489,2.288
1.202,2.372
0.359,2.54
0,2.658
0,2.533
0,2.305
0,2.28
0,2.132
0,2.073
0,1.951
0,1.946
0,1.944
0,2.002
0,2.347
0.013,2.992
0.287,3.4
0.74,3.55
1.731,3.561
3,3.519
4.018,3.456
4.794,3.241
5.35,3.096
5.332,2.945
4.525,2.931
3.108,3.013
1.543,3.186
0.39,3.348
0,3.409
0,3.125
0,2.804
0,2.62
0,2.376
0,2.283
0,2.125
0,2.073
0,2.028
0,2.083
0,2.456
0.009,3.129
0.318,3.485
0.964,3.522
2.233,3.382
3.691,3.282
4.978,3.183
5.848,2.999
6.054,2.951
5.596,2.913
4.547,2.945
3.09,3.038
1.511,3.269
0.372,3.426
0,3.453
0,3.162
0,2.84
0,2.658
0,2.42
0,2.28
0,2.151
0,2.07
0,2.031
0,2.101
0,2.424
0.004,3.081
0.332,3.453
1.036,3.501
2.399,3.4
3.942,3.293
5.215,3.191
6.027,3
6.22,2.961
5.717,2.913
4.632,2.974
3.121,3.069
1.511,3.277
0.345,3.435
0,3.469
0,3.156
0,2.855
0,2.671
0,2.459
0,2.305
0,2.188
0,2.152
0,2.106
0,2.171
0,2.484
0,3.103
0.354,3.45
1.157,3.499
2.659,3.377
4.166,3.262
5.327,3.159
6.031,3.026
6.161,2.98
5.637,2.979
4.543,3.017
3.04,3.129
1.453,3.316
0.318,3.449
0,3.452
0,3.161
0,2.857
0,2.666
0,2.426
0,2.316
0,2.163
0,2.123
0,2.063
0,2.136
0,2.435
0,3.046
0.341,3.397
1.143,3.461
2.668,3.321
4.224,3.164
5.43,3.045
6.161,2.886
6.291,2.793
5.744,2.739
4.601,2.76
3.054,2.903
1.426,3.135
0.3,3.246
0,3.261
0,2.993
0,2.677
0,2.538
0,2.322
0,2.181
0,2.042
0,2.002
0,1.929
0,1.922
0,2.012
0,2.22
0.287,2.49
0.807,2.684
1.969,2.778
3.305,2.781
4.547,2.784
5.453,2.631
5.641,2.479
5.121,2.411
4.063,2.427
2.628,2.483
1.215,2.63
0.265,2.7
0,2.699
0,2.492
0,2.274
0,2.202
0,2.007
0,1.911
0,1.787
0,1.755
0,1.701
0,1.691
0,1.767
0,1.907
0.332,2.046
1.166,2.179
2.906,2.259
4.794,2.253
6.296,2.235
7.17,2.08
7.238,1.968
6.578,1.91
5.238,1.936
3.386,2.073
1.493,2.295
0.269,2.523
0,2.635
0,2.487
0,2.271
0,2.227
0,2.084
0,2.019
0,1.938
0,1.911
0,1.867
0,1.953
0,2.287
0,2.967
0.296,3.402
1.036,3.443
2.457,3.317
3.915,3.196
5.063,3.116
5.758,2.977
5.879,2.942
5.35,2.95
4.256,2.994
2.776,3.134
1.256,3.325
0.22,3.495
0,3.461
0,3.131
0,2.775
0,2.591
0,2.339
0,2.249
0,2.141
0,2.104
0,2.092
0,2.144
0,2.46
0,3.119
0.283,3.473
1.018,3.52
2.417,3.378
3.883,3.273
5.022,3.201
5.695,3.029
5.812,3.025
5.26,3.027
4.148,3.096
2.655,3.239
1.161,3.424
0.197,3.504
0,3.495
0,3.167
0,2.861
0,2.665
0,2.483
0,2.371
0,2.219
0,2.159
0,2.104
0,2.135
0,2.463
0,3.074
0.256,3.441
0.91,3.494
2.175,3.471
3.404,3.501
4.332,3.481
5.031,3.317
5.296,3.248
4.888,3.187
3.933,3.185
2.605,3.21
1.166,3.336
0.179,3.509
0,3.479
0,3.155
0,2.831
0,2.624
0,2.392
0,2.256
0,2.134
0,2.098
0,2.06
0,2.11
0,2.438
0,3.092
0.265,3.479
0.955,3.531
2.305,3.446
3.753,3.356
4.798,3.22
5.422,3.017
5.556,2.991
5.018,3.037
3.915,3.175
2.462,3.315
1.04,3.419
0.161,3.504
0,3.43
0,3.122
0,2.81
0,2.654
0,2.405
0,2.303
0,2.198
0,2.122
0,2.077
0,2.149
0,2.459
0,3.068
0.247,3.48
0.933,3.504
2.291,3.355
3.771,3.198
4.978,3.096
5.717,2.874
5.852,2.776
5.283,2.728
4.161,2.842
2.655,3.018
1.126,3.204
0.161,3.359
0,3.295
0,2.965
0,2.672
0,2.528
0,2.316
0,2.224
0,2.111
0,2.06
0,1.999
0,1.996
0,2.096
0,2.301
0.238,2.491
0.96,2.616
2.52,2.648
4.269,2.593
5.713,2.525
6.578,2.355
6.673,2.219
5.991,2.271
4.664,2.513
2.848,2.715
1.099,2.782
0.139,2.806
0,2.734
0,2.545
0,2.355
0,2.29
0,2.119
0,1.988
0,1.876
0,1.815
0,1.767
0,1.756
0,1.825
0,1.949
0.229,2.1
0.78,2.225
1.776,2.411
2.413,2.632
2.803,2.758
3.112,2.722
2.987,2.61
2.543,2.522
1.937,2.485
1.224,2.469
0.578,2.559
0.121,2.724
0,2.716
0,2.528
0,2.32
0,2.292
0,2.118
0,2.024
0,1.926
0,1.882
0,1.857
0,1.967
0,2.343
0,3.057
0.206,3.493
0.709,3.558
1.614,3.467
2.587,3.43
3.309,3.443
3.646,3.266
3.43,3.341
2.901,3.377
2.229,3.489
1.386,3.571
0.695,3.599
0.157,3.628
0,3.476
0,3.173
0,2.841
0,2.661
0,2.42
0,2.284
0,2.164
0,2.114
0,2.082
0,2.153
0,2.513
0,3.216
0.184,3.634
0.637,3.74
1.619,3.739
2.789,3.715
3.803,3.648
4.466,3.442
4.641,3.368
4.215,3.332
3.175,3.345
1.87,3.364
0.758,3.454
0.099,3.618
0,3.563
0,3.242
0,2.916
0,2.732
0,2.47
0,2.364
0,2.225
0,2.163
0,2.129
0,2.187
0,2.48
0,3.186
0.188,3.598
0.758,3.662
1.928,3.49
3.341,3.345
4.525,3.237
5.26,3.068
5.39,3.023
4.821,3.032
3.726,3.096
2.287,3.239
0.888,3.469
0.081,3.665
0,3.592
0,3.298
0,2.958
0,2.741
0,2.507
0,2.385
0,2.22
0,2.178
0,2.138
0,2.195
0,2.526
0,3.165
0.184,3.539
0.749,3.627
1.915,3.56
3.278,3.463
4.363,3.327
4.987,3.123
4.924,3.07
4.224,3.106
3.094,3.234
1.794,3.366
0.677,3.515
0.076,3.638
0,3.54
0,3.208
0,2.881
0,2.715
0,2.462
0,2.337
0,2.2
0,2.15
0,2.119
0,2.162
0,2.546
0,3.204
0.166,3.611
0.735,3.701
1.955,3.549
3.354,3.408
4.502,3.279
5.229,3.07
5.332,2.97
4.735,2.922
3.61,2.972
2.179,3.085
0.807,3.298
0.072,3.444
0,3.34
0,3.012
0,2.715
0,2.577
0,2.404
0,2.311
0,2.175
0,2.109
0,2.047
0,2.023
0,2.133
0,2.321
0.184,2.53
0.767,2.635
2.058,2.678
3.605,2.649
4.888,2.613
5.596,2.495
5.659,2.466
5,2.494
3.677,2.553
1.955,2.667
0.632,2.791
0.063,2.866
0,2.767
0,2.561
0,2.386
0,2.295
0,2.135
0,2.06
0,1.939
0,1.875
0,1.794
0,1.792
0,1.864
0,2.02
0.17,2.192
0.529,2.355
1.336,2.534
2.323,2.656
3.157,2.759
3.668,2.67
3.574,2.656
3.448,2.593
2.529,2.562
1.484,2.595
0.7,2.726
0.072,2.861
0,2.847
0,2.651
0,2.475
0,2.468
0,2.332
0,2.257
0,2.151
0,2.144
0,2.095
0,2.171
0,2.525
0,3.182
0.152,3.674
0.7,3.765
1.812,3.635
3.166,3.524
4.323,3.393
5.004,3.157
5.094,3.03
4.529,2.987
3.439,3.054
2.049,3.211
0.722,3.508
0.027,3.751
0,3.651
0,3.344
0,3.036
0,2.854
0,2.613
0,2.469
0,2.328
0,2.29
0,2.254
0,2.307
0,2.678
0,3.392
0.139,3.877
0.673,3.868
1.776,3.676
3.103,3.498
4.13,3.396
4.614,3.276
4.435,3.311
3.628,3.337
2.448,3.409
1.3,3.509
0.475,3.625
0.018,3.824
0,3.677
0,3.359
0,3.038
0,2.877
0,2.645
0,2.527
0,2.392
0,2.358
0,2.307
0,2.381
0,2.74
0,3.472
0.126,3.932
0.65,3.96
1.709,3.806
3,3.697
4.04,3.545
4.641,3.397
4.628,3.385
3.879,3.382
2.677,3.502
1.43,3.551
0.493,3.684
0.013,3.842
0,3.666
0,3.347
0,3.025
0,2.861
0,2.663
0,2.493
0,2.378
0,2.325
0,2.29
0,2.365
0,2.71
0,3.395
0.117,3.832
0.547,3.948
1.404,3.882
2.439,3.856
3.179,3.823
3.596,3.686
3.525,3.539
2.928,3.432
2.099,3.369
1.269,3.447
0.489,3.66
0.013,3.828
0,3.701
0,3.356
0,3.033
0,2.866
0,2.627
0,2.474
0,2.32
0,2.288
0,2.244
0,2.304
0,2.613
0,3.262
0.112,3.711
0.408,3.892
1.004,3.919
1.726,3.954
2.399,3.945
2.865,3.753
2.825,3.589
2.498,3.393
1.812,3.359
1.018,3.366
0.399,3.445
0.004,3.527
0,3.383
0,3.077
0,2.763
0,2.644
0,2.436
0,2.287
0,2.142
0,2.058
0,2.001
0,2.01
0,2.129
0,2.363
0.117,2.616
0.516,2.771
1.439,2.808
2.722,2.732
3.996,2.723
4.744,2.614
4.673,2.511
3.942,2.5
2.753,2.612
1.489,2.678
0.471,2.816
0.004,2.925
0,2.817
0,2.615
0,2.413
0,2.364
0,2.171
0,2.068
0,1.932
0,1.886
0,1.824
0,1.838
0,1.922
0,2.07
0.108,2.28
0.448,2.448
1.278,2.568
2.413,2.636
3.578,2.65
4.574,2.442
4.803,2.239
4.274,2.188
3.179,2.189
1.767,2.35
0.538,2.567
0.004,2.807
0,2.77
0,2.613
0,2.425
0,2.408
0,2.247
0,2.142
0,2.049
0,2.014
0,1.995
0,2.103
0,2.495
0,3.223
0.099,3.771
0.543,3.873
1.453,3.659
2.646,3.508
3.704,3.385
4.336,3.164
4.471,3.174
3.915,3.185
2.839,3.275
1.525,3.381
0.439,3.626
0.004,3.779
0,3.581
0,3.229
0,2.905
0,2.739
0,2.492
0,2.345
0,2.233
0,2.176
0,2.127
0,2.192
0,2.55
0,3.212
0.085,3.678
0.354,3.848
0.753,3.85
1.269,3.936
1.664,4.027
1.789,3.965
1.677,3.932
1.323,3.823
0.897,3.803
0.605,3.702
0.274,3.745
0,3.768
0,3.574
0,3.287
0,2.986
0,2.816
0,2.57
0,2.442
0,2.326
0,2.278
0,2.229
0,2.312
0,2.659
0,3.306
0.076,3.779
0.363,3.954
0.874,3.906
1.7,3.802
2.592,3.658
3.108,3.454
3.108,3.321
2.601,3.208
1.843,3.254
1.099,3.355
0.327,3.505
0,3.649
0,3.49
0,3.177
0,2.893
0,2.725
0,2.466
0,2.291
0,2.152
0,2.078
0,2.004
0,1.984
0,2.068
0,2.21
0.09,2.425
0.417,2.588
1.202,2.618
2.498,2.628
3.664,2.652
4.103,2.549
3.538,2.594
2.489,2.605
1.471,2.574
0.749,2.607
0.291,2.76
0,2.92
0,2.844
0,2.643
0,2.444
0,2.411
0,2.215
0,2.088
0,1.983
0,1.931
0,1.891
0,1.964
0,2.222
0,2.699
0.067,3.117
0.251,3.411
0.377,3.609
0.561,3.661
0.964,3.665
1.318,3.42
1.677,3.145
1.7,2.94
1.48,2.93
0.946,2.982
0.305,3.148
0,3.282
0,3.125
0,2.893
0,2.636
0,2.537
0,2.329
0,2.196
0,2.083
0,2.019
0,1.966
0,1.985
0,2.129
0,2.336
0.063,2.582
0.399,2.759
1.229,2.826
2.587,2.789
3.861,2.694
4.614,2.489
4.753,2.302
4.152,2.248
3,2.306
1.592,2.497
0.381,2.794
0,2.93
0,2.764
0,2.578
0,2.382
0,2.362
0,2.17
0,2.069
0,1.959
0,1.914
0,1.853
0,1.845
0,1.863
0,1.982
0.067,2.189
0.466,2.325
1.287,2.372
2.529,2.364
3.762,2.365
4.498,2.443
4.493,2.377
3.821,2.36
2.646,2.348
1.327,2.422
0.332,2.584
0,2.817
0,2.783
0,2.684
0,2.538
0,2.389
0,2.401
0,2.231
0,2.138
0,2.057
0,2.023
0,2.01
0,2.129
0,2.483
0.058,3.124
0.363,3.543
0.865,3.69
1.525,3.608
2.283,3.552
2.825,3.497
2.915,3.468
2.435,3.62
1.574,3.693
0.771,3.738
0.242,3.748
0,3.826
0,3.724
0,3.485
0,3.178
0,2.894
0,2.754
0,2.515
0,2.379
0,2.243
0,2.224
0,2.188
0,2.226
0,2.538
0.049,3.151
0.265,3.598
0.408,3.885
0.65,3.999
0.928,4.159
0.969,4.298
1.022,4.141
1.045,3.985
0.848,3.871
0.525,3.813
0.22,3.798
0,3.827
0,3.689
0,3.468
0,3.199
0,2.92
0,2.772
0,2.543
0,2.382
0,2.227
0,2.18
0,2.114
0,2.133
0,2.231
0.045,2.339
0.48,2.405
1.386,2.41
2.735,2.412
4.009,2.411
4.749,2.443
4.753,2.365
4.045,2.349
2.794,2.405
1.359,2.555
0.278,2.77
0,2.979
0,2.987
0,2.868
0,2.726
0,2.568
0,2.543
0,2.348
0,2.286
0,2.154
0,2.112
0,2.099
0,2.212
0,2.597
0.04,3.215
0.359,3.486
0.933,3.518
1.812,3.42
2.61,3.413
2.978,3.48
2.821,3.46
2.085,3.619
1.135,3.68
0.52,3.721
0.175,3.766
0,3.844
0,3.723
0,3.499
0,3.248
0,2.985
0,2.87
0,2.619
0,2.457
0,2.317
0,2.286
0,2.249
0,2.337
0,2.704
0.031,3.233
0.251,3.654
0.417,3.903
0.682,3.993
1.004,4.094
1.336,4.118
1.538,3.942
1.43,3.765
1.072,3.673
0.664,3.694
0.197,3.771
0,3.907
0,3.775
0,3.55
0,3.265
0,2.963
0,2.83
0,2.591
0,2.455
0,2.325
0,2.25
0,2.203
0,2.227
0,2.378
0.036,2.581
0.368,2.696
1.049,2.731
2.166,2.713
3.314,2.681
4.094,2.661
4.143,2.61
3.538,2.55
2.39,2.585
1.009,2.769
0.193,2.968
0,3.176
0,3.073
0,2.87
0,2.706
0,2.514
0,2.479
0,2.286
0,2.142
0,2.02
0,1.995
0,1.926
0,1.929
0,2.026
0.031,2.159
0.287,2.295
0.596,2.349
1.368,2.425
2.48,2.473
3.534,2.461
3.861,2.371
3.274,2.311
2.283,2.326
1.103,2.396
0.215,2.627
0,2.912
0,2.937
0,2.807
0,2.616
0,2.454
0,2.486
0,2.316
0,2.247
0,2.154
0,2.134
0,2.106
0,2.217
0,2.619
0.013,3.35
0.381,3.674
1.054,3.674
2,3.533
2.928,3.434
3.507,3.373
3.578,3.244
3.094,3.29
2.161,3.324
1.063,3.522
0.193,3.783
0,3.959
0,3.875
0,3.658
0,3.361
0,3.075
0,2.944
0,2.688
0,2.565
0,2.42
0,2.337
0,2.313
0,2.384
0,2.756
0,3.441
0.341,3.741
0.919,3.735
1.78,3.683
2.605,3.708
3.013,3.733
2.839,3.674
2.256,3.722
1.48,3.702
0.695,3.817
0.161,3.937
0,4.053
0,3.949
0,3.736
0,3.433
0,3.153
0,2.999
0,2.749
0,2.596
0,2.46
0,2.418
0,2.412
0,2.512
0,2.886
0,3.558
0.422,3.895
1.233,3.841
2.413,3.662
3.556,3.488
4.238,3.401
4.197,3.301
3.426,3.32
2.327,3.382
1.269,3.623
0.336,3.883
0,4.086
0,4.045
0,3.835
0,3.563
0,3.271
0,3.131
0,2.887
0,2.749
0,2.634
0,2.601
0,2.572
0,2.665
0,3.058
0,3.729
0.386,4.039
1.09,3.944
2.157,3.775
3.242,3.67
3.933,3.621
4.063,3.499
3.453,3.566
2.314,3.653
1.054,3.773
0.179,3.926
0,4.052
0,3.951
0,3.769
0,3.491
0,3.2
0,3.043
0,2.793
0,2.629
0,2.493
0,2.445
0,2.391
0,2.476
0,2.846
0,3.45
0.274,3.858
0.471,3.971
0.825,3.917
1.157,3.824
1.323,3.78
1.39,3.717
1.305,3.745
1.054,3.711
0.623,3.72
0.161,3.824
0,3.914
0,3.792
0,3.584
0,3.314
0,3.051
0,2.948
0,2.721
0,2.591
0,2.445
0,2.381
0,2.324
0,2.349
0,2.489
0,2.702
0.291,2.907
0.619,3.092
1.193,3.157
1.892,3.129
2.435,3.137
2.628,3.038
2.327,2.959
1.744,2.961
0.906,3.036
0.17,3.232
0,3.435
0,3.361
0,3.187
0,3.046
0,2.849
0,2.858
0,2.673
0,2.543
0,2.411
0,2.37
0,2.342
0,2.364
0,2.43
0,2.57
0.368,2.696
1.099,2.687
2.238,2.687
3.417,2.682
4.121,2.681
4.206,2.594
3.691,2.557
2.578,2.573
1.166,2.69
0.152,2.899
0,3.136
0,3.135
0,3.018
0,2.861
0,2.684
0,2.692
0,2.508
0,2.401
0,2.282
0,2.254
0,2.217
0,2.316
0,2.737
0,3.457
0.269,3.906
0.529,4.061
0.892,4.076
1.247,4.129
1.785,4.119
2.049,3.975
1.753,4.014
1.242,4.022
0.668,4.041
0.112,4.143
0,4.149
0,4.013
0,3.789
0,3.472
0,3.161
0,3
0,2.768
0,2.589
0,2.456
0,2.393
0,2.377
0,2.481
0,2.836
0,3.457
0.256,3.849
0.547,4.007
1.09,3.984
1.704,3.833
2.202,3.717
2.287,3.649
1.771,3.771
1.211,3.773
0.614,3.827
0.103,3.978
0,4.029
0,3.892
0,3.673
0,3.388
0,3.078
0,2.94
0,2.691
0,2.519
0,2.371
0,2.318
0,2.285
0,2.392
0,2.777
0,3.375
0.269,3.764
0.709,3.873
1.386,3.797
2.076,3.717
2.502,3.653
2.682,3.51
2.377,3.548
1.637,3.617
0.776,3.763
0.103,3.914
0,4.023
0,3.919
0,3.704
0,3.433
0,3.129
0,3.009
0,2.744
0,2.609
0,2.466
0,2.417
0,2.375
0,2.471
0,2.846
0,3.514
0.269,3.9
0.87,3.848
1.767,3.627
2.682,3.522
3.309,3.514
3.372,3.503
2.704,3.648
1.587,3.751
0.673,3.812
0.099,3.928
0,4.012
0,3.902
0,3.685
0,3.401
0,3.137
0,2.975
0,2.713
0,2.566
0,2.424
0,2.376
0,2.336
0,2.426
0,2.791
0,3.44
0.215,3.921
0.43,4.153
0.771,4.184
1.139,4.186
1.426,4.055
1.592,3.832
1.565,3.759
1.256,3.755
0.619,3.823
0.099,4.016
0,4.119
0,4
0,3.748
0,3.463
0,3.212
0,3.13
0,2.906
0,2.74
0,2.594
0,2.52
0,2.468
0,2.479
0,2.605
0,2.808
0.251,3.018
0.767,3.14
1.641,3.173
2.507,3.156
3.112,3.188
3.274,3.104
2.87,3.03
2.009,3.009
0.897,3.122
0.099,3.312
0,3.469
0,3.365
0,3.193
0,3.015
0,2.826
0,2.793
0,2.562
0,2.372
0,2.229
0,2.18
0,2.133
0,2.157
0,2.233
0,2.35
0.211,2.546
0.43,2.702
0.807,2.808
1.287,2.92
1.578,2.996
1.892,2.874
1.7,2.737
1.215,2.671
0.632,2.767
0.094,2.939
0,3.093
0,3.091
0,2.973
0,2.803
0,2.631
0,2.646
0,2.442
0,2.311
0,2.218
0,2.197
0,2.182
0,2.276
0,2.697
0,3.344
0.22,3.784
0.695,3.849
1.48,3.776
2.341,3.724
2.839,3.708
2.803,3.578
2.359,3.612
1.641,3.651
0.717,3.768
0.085,3.976
0,4.083
0,3.974
0,3.752
0,3.437
0,3.129
0,2.994
0,2.744
0,2.574
0,2.446
0,2.387
0,2.357
0,2.446
0,2.843
0,3.507
0.193,3.942
0.475,4.07
0.87,4.009
1.269,4.022
1.498,4.009
1.547,3.926
1.363,3.961
0.973,3.903
0.502,3.934
0.081,4.046
0,4.097
0,3.983
0,3.761
0,3.46
0,3.175
0,3.062
0,2.808
0,2.634
0,2.496
0,2.451
0,2.43
0,2.517
0,2.899
0,3.564
0.184,4.02
0.556,4.183
1.143,4.137
1.803,4.1
2.278,4.059
2.43,3.945
2.161,3.983
1.52,4.02
0.7,4.112
0.067,4.233
0,4.328
0,4.239
0,4.026
0,3.734
0,3.475
0,3.345
0,3.085
0,2.958
0,2.832
0,2.797
0,2.758
0,2.857
0,3.254
0,3.92
0.188,4.401
0.717,4.51
1.628,4.285
2.596,4.098
3.251,3.941
3.363,3.691
3.148,3.636
2.224,3.713
1.143,3.93
0.161,4.156
0,4.249
0,4.192
0,3.983
0,3.674
0,3.387
0,3.259
0,2.977
0,2.808
0,2.683
0,2.627
0,2.57
0,2.65
0,2.983
0,3.575
0.175,4.003
0.502,4.199
0.942,4.15
1.395,4.095
1.726,4.038
